date,temperature,weather,wind,humidity,barometer,visibility,time
2021-08-26,28,Partly sunny.,15 km/h,52,1012 mbar,10,16:00
2021-08-26,24,Passing clouds.,9 km/h,60,1013 mbar,7,19:00
2021-08-26,21,Passing clouds.,7 km/h,81,1016 mbar,8,22:00
2021-08-27,18,Passing clouds.,9 km/h,91,1015 mbar,7,04:00
2021-08-27,N/A,Haze.,7 km/h,N/A,1016 mbar,5,07:00
2021-08-27,28,Partly sunny.,11 km/h,47,1014 mbar,6,13:00
2021-08-27,27,Overcast.,22 km/h,56,1012 mbar,5,16:00
2021-08-27,24,Passing clouds.,7 km/h,68,1014 mbar,6,19:00
2021-08-27,22,Passing clouds.,7 km/h,82,1015 mbar,6,22:00
2021-08-28,21,Passing clouds.,No wind,87,1014 mbar,5,01:00
2021-08-28,19,Haze.,No wind,88,1014 mbar,5,04:00
2021-08-28,20,Haze.,13 km/h,80,1015 mbar,5,07:00
2021-08-28,26,Haze.,19 km/h,55,1016 mbar,8,10:00
2021-08-28,28,Partly sunny.,15 km/h,49,1013 mbar,10,13:00
2021-08-28,27,Partly sunny.,15 km/h,55,1012 mbar,10,16:00
2021-08-28,23,Passing clouds.,15 km/h,72,1014 mbar,10,19:00
2021-08-28,22,Haze.,9 km/h,79,1015 mbar,8,22:00
2021-08-29,20,Haze.,No wind,91,1014 mbar,7,01:00
2021-08-29,18,Haze.,7 km/h,93,1014 mbar,7,04:00
2021-08-29,19,Overcast.,6 km/h,92,1015 mbar,4,07:00
2021-08-29,25,Partly sunny.,17 km/h,71,1015 mbar,5,10:00
2021-08-29,26,Overcast.,7 km/h,64,1014 mbar,6,13:00
2021-08-29,26,Partly sunny.,20 km/h,72,1013 mbar,6,16:00
2021-08-29,24,Passing clouds.,6 km/h,78,1015 mbar,6,19:00
2021-08-29,22,Passing clouds.,13 km/h,84,1016 mbar,6,22:00
2021-08-30,21,Passing clouds.,17 km/h,85,1015 mbar,7,01:00
2021-08-30,20,Passing clouds.,15 km/h,86,1014 mbar,7,04:00
2021-08-30,20,Overcast.,No wind,93,1015 mbar,4,07:00
2021-08-30,27,Scattered clouds.,24 km/h,59,1016 mbar,6,10:00
2021-08-30,28,Partly sunny.,13 km/h,51,1014 mbar,7,13:00
2021-08-30,27,Partly sunny.,9 km/h,67,1013 mbar,5,16:00
2021-08-30,23,Passing clouds.,7 km/h,91,1014 mbar,4,19:00
2021-08-30,23,Passing clouds.,11 km/h,89,1017 mbar,4,22:00
2021-08-31,21,Haze.,No wind,91,1016 mbar,5,07:00
2021-08-31,28,Partly sunny.,19 km/h,62,1016 mbar,8,10:00
2021-08-31,29,Partly sunny.,20 km/h,49,1014 mbar,10,13:00
2021-08-31,28,Scattered clouds.,22 km/h,52,1013 mbar,8,16:00
2021-08-31,24,Haze.,15 km/h,63,1015 mbar,8,19:00
2021-08-31,22,Haze.,4 km/h,71,1017 mbar,8,22:00
2021-09-01,21,Haze.,No wind,80,1016 mbar,7,01:00
2021-09-01,19,Haze.,No wind,90,1015 mbar,7,04:00
2021-09-01,20,Haze.,6 km/h,93,1016 mbar,4,07:00
2021-09-01,27,Scattered clouds.,17 km/h,53,1016 mbar,6,10:00
2021-09-01,28,Partly sunny.,9 km/h,56,1014 mbar,8,13:00
2021-09-01,27,Partly sunny.,13 km/h,62,1013 mbar,7,16:00
2021-09-01,24,Passing clouds.,4 km/h,81,1015 mbar,7,19:00
2021-09-01,22,Passing clouds.,9 km/h,92,1018 mbar,6,22:00
2021-09-02,21,Passing clouds.,No wind,91,1017 mbar,6,01:00
2021-09-02,20,Passing clouds.,No wind,92,1016 mbar,6,04:00
2021-09-02,20,Haze.,11 km/h,89,1017 mbar,5,07:00
2021-09-02,26,Passing clouds.,19 km/h,58,1018 mbar,8,10:00
2021-09-02,29,Passing clouds.,9 km/h,42,1015 mbar,10,13:00
2021-09-02,28,Scattered clouds.,15 km/h,52,1013 mbar,10,16:00
2021-09-02,24,Passing clouds.,11 km/h,60,1015 mbar,8,19:00
2021-09-02,22,Passing clouds.,6 km/h,95,1017 mbar,6,22:00
2021-09-03,20,Haze.,11 km/h,88,1015 mbar,5,04:00
2021-09-03,20,Partly sunny.,19 km/h,78,1017 mbar,8,07:00
2021-09-03,25,Passing clouds.,13 km/h,60,1017 mbar,10,10:00
2021-09-03,27,Partly sunny.,9 km/h,61,1012 mbar,10,16:00
2021-09-03,23,Passing clouds.,9 km/h,70,1014 mbar,8,19:00
2021-09-03,21,Haze.,9 km/h,78,1016 mbar,8,22:00
2021-09-04,20,Haze.,15 km/h,80,1016 mbar,8,01:00
2021-09-04,19,Haze.,7 km/h,85,1015 mbar,8,04:00
2021-09-04,19,Haze.,11 km/h,85,1017 mbar,5,07:00
2021-09-04,26,Passing clouds.,11 km/h,53,1017 mbar,8,10:00
2021-09-04,28,Partly sunny.,19 km/h,50,1014 mbar,10,13:00
2021-09-04,24,Passing clouds.,6 km/h,77,1014 mbar,7,19:00
2021-09-04,22,Passing clouds.,4 km/h,85,1017 mbar,6,22:00
2021-09-05,21,Passing clouds.,No wind,87,1016 mbar,6,01:00
2021-09-05,20,Passing clouds.,No wind,87,1015 mbar,7,04:00
2021-09-05,21,Partly sunny.,9 km/h,83,1016 mbar,5,07:00
2021-09-05,27,Scattered clouds.,15 km/h,59,1016 mbar,6,10:00
2021-09-05,28,Partly sunny.,9 km/h,55,1014 mbar,7,13:00
2021-09-05,28,Partly sunny.,17 km/h,62,1013 mbar,5,16:00
2021-09-05,23,Passing clouds.,9 km/h,79,1018 mbar,7,22:00
2021-09-06,22,Passing clouds.,No wind,78,1017 mbar,6,01:00
2021-09-06,20,Passing clouds.,13 km/h,87,1016 mbar,6,04:00
2021-09-06,21,Partly sunny.,7 km/h,83,1017 mbar,7,07:00
2021-09-06,27,Partly sunny.,9 km/h,69,1015 mbar,10,13:00
2021-09-06,26,Partly sunny.,26 km/h,63,1013 mbar,10,16:00
2021-09-06,22,Passing clouds.,7 km/h,83,1017 mbar,8,22:00
2021-09-07,22,Passing clouds.,6 km/h,91,1016 mbar,7,01:00
2021-09-07,21,Passing clouds.,6 km/h,95,1016 mbar,5,04:00
2021-09-07,21,Overcast.,4 km/h,91,1018 mbar,3,07:00
2021-09-07,28,Partly sunny.,11 km/h,61,1018 mbar,5,10:00
2021-09-07,28,Partly sunny.,9 km/h,64,1015 mbar,8,13:00
2021-09-07,21,Passing clouds.,4 km/h,96,1017 mbar,6,22:00
2021-09-08,19,Passing clouds.,7 km/h,87,1015 mbar,6,04:00
2021-09-08,21,Passing clouds.,11 km/h,88,1016 mbar,7,07:00
2021-09-08,28,Scattered clouds.,13 km/h,62,1017 mbar,8,10:00
2021-09-08,31,Scattered clouds.,6 km/h,44,1015 mbar,7,13:00
2021-09-08,29,Scattered clouds.,17 km/h,47,1013 mbar,8,16:00
2021-09-08,23,Passing clouds.,28 km/h,64,1016 mbar,8,19:00
2021-09-08,N/A,Passing clouds.,37 km/h,N/A,1018 mbar,1,22:00
2021-09-09,26,Scattered clouds.,19 km/h,50,1017 mbar,10,10:00
2021-09-09,29,Passing clouds.,9 km/h,32,1014 mbar,10,13:00
2021-09-09,27,Partly sunny.,11 km/h,56,1013 mbar,10,16:00
2021-09-09,21,Passing clouds.,15 km/h,68,1018 mbar,10,22:00
2021-09-10,20,Passing clouds.,11 km/h,69,1017 mbar,10,01:00
2021-09-10,18,Passing clouds.,6 km/h,79,1017 mbar,10,04:00
2021-09-10,19,Scattered clouds.,9 km/h,77,1018 mbar,6,07:00
2021-09-10,27,Partly sunny.,15 km/h,49,1015 mbar,7,13:00
2021-09-10,28,Partly sunny.,7 km/h,53,1014 mbar,10,16:00
2021-09-10,24,Passing clouds.,15 km/h,77,1015 mbar,8,19:00
2021-09-10,23,Passing clouds.,11 km/h,86,1017 mbar,7,22:00
2021-09-11,22,Passing clouds.,9 km/h,85,1017 mbar,7,01:00
2021-09-11,20,Passing clouds.,6 km/h,86,1015 mbar,7,04:00
2021-09-11,21,Partly sunny.,11 km/h,91,1016 mbar,5,07:00
2021-09-11,27,Scattered clouds.,20 km/h,61,1016 mbar,8,10:00
2021-09-11,28,Partly sunny.,11 km/h,55,1014 mbar,7,13:00
2021-09-11,23,Light rain. Overcast.,15 km/h,96,1013 mbar,3,16:00
2021-09-11,22,Passing clouds.,7 km/h,93,1014 mbar,4,19:00
2021-09-11,22,Fog.,No wind,98,1016 mbar,4,22:00
2021-09-12,21,Fog.,No wind,98,1016 mbar,4,01:00
2021-09-12,22,Partly sunny.,6 km/h,91,1015 mbar,4,07:00
2021-09-12,25,Overcast.,15 km/h,73,1016 mbar,8,10:00
2021-09-12,26,Overcast.,19 km/h,65,1013 mbar,10,13:00
2021-09-12,25,Overcast.,15 km/h,90,1012 mbar,5,16:00
2021-09-12,23,Passing clouds.,9 km/h,94,1014 mbar,5,19:00
2021-09-12,22,Passing clouds.,No wind,92,1016 mbar,7,22:00
2021-09-13,21,Passing clouds.,7 km/h,93,1015 mbar,5,01:00
2021-09-13,21,Light rain. Overcast.,No wind,94,1014 mbar,5,04:00
2021-09-13,23,Partly sunny.,7 km/h,91,1015 mbar,8,07:00
2021-09-13,26,Partly sunny.,22 km/h,68,1016 mbar,10,10:00
2021-09-13,22,Passing clouds.,7 km/h,89,1018 mbar,8,22:00
2021-09-14,21,Passing clouds.,6 km/h,97,1015 mbar,6,04:00
2021-09-14,21,Overcast.,No wind,95,1017 mbar,5,07:00
2021-09-14,21,Light rain. Overcast.,No wind,98,1017 mbar,4,13:00
2021-09-14,20,Passing clouds.,7 km/h,96,1017 mbar,5,19:00
2021-09-14,21,Passing clouds.,9 km/h,94,1018 mbar,5,22:00
2021-09-15,21,Fog.,No wind,98,1017 mbar,4,04:00
2021-09-15,21,Partly sunny.,No wind,94,1018 mbar,6,07:00
2021-09-15,26,Scattered clouds.,7 km/h,67,1018 mbar,5,10:00
2021-09-15,28,Partly sunny.,19 km/h,69,1015 mbar,8,13:00
2021-09-15,22,Light rain. Overcast.,15 km/h,85,1016 mbar,5,19:00
2021-09-15,22,Passing clouds.,9 km/h,95,1018 mbar,5,22:00
2021-09-16,20,Passing clouds.,No wind,94,1016 mbar,5,01:00
2021-09-16,19,Passing clouds.,No wind,93,1016 mbar,6,04:00
2021-09-16,20,Haze.,6 km/h,96,1017 mbar,4,07:00
2021-09-16,27,Partly sunny.,13 km/h,66,1017 mbar,7,10:00
2021-09-16,22,Thundershowers. Overcast.,19 km/h,89,1013 mbar,6,16:00
2021-09-16,22,Passing clouds.,7 km/h,92,1015 mbar,6,19:00
2021-09-16,22,Passing clouds.,19 km/h,92,1017 mbar,8,22:00
2021-09-17,19,Passing clouds.,4 km/h,98,1014 mbar,7,04:00
2021-09-17,21,Haze.,7 km/h,96,1016 mbar,5,07:00
2021-09-17,27,Scattered clouds.,13 km/h,59,1016 mbar,10,10:00
2021-09-17,28,Partly sunny.,22 km/h,47,1014 mbar,10,13:00
2021-09-17,28,Scattered clouds.,9 km/h,49,1012 mbar,8,16:00
2021-09-17,24,Passing clouds.,17 km/h,74,1014 mbar,7,19:00
2021-09-17,22,Passing clouds.,22 km/h,83,1017 mbar,7,22:00
2021-09-18,22,Passing clouds.,15 km/h,81,1016 mbar,10,07:00
2021-09-18,30,Scattered clouds.,15 km/h,49,1014 mbar,10,13:00
2021-09-18,24,Passing clouds.,19 km/h,69,1015 mbar,10,19:00
2021-09-18,23,Passing clouds.,22 km/h,75,1017 mbar,10,22:00
2021-09-19,21,Passing clouds.,13 km/h,81,1017 mbar,10,01:00
2021-09-19,20,Haze.,7 km/h,91,1016 mbar,8,04:00
2021-09-19,27,Partly sunny.,9 km/h,66,1015 mbar,6,13:00
2021-09-19,27,Overcast.,15 km/h,61,1013 mbar,6,16:00
2021-09-19,23,Overcast.,17 km/h,92,1062 mbar,6,19:00
2021-09-19,22,Passing clouds.,No wind,93,1018 mbar,6,22:00
2021-09-20,20,Passing clouds.,9 km/h,88,1017 mbar,7,01:00
2021-09-20,26,Overcast.,13 km/h,59,1015 mbar,7,13:00
2021-09-20,26,Overcast.,24 km/h,62,1013 mbar,7,16:00
2021-09-20,22,Passing clouds.,9 km/h,74,1014 mbar,6,19:00
2021-09-20,22,Passing clouds.,11 km/h,79,1017 mbar,7,22:00
2021-09-21,21,Passing clouds.,6 km/h,83,1016 mbar,7,01:00
2021-09-21,20,Haze.,No wind,92,1016 mbar,5,07:00
2021-09-21,27,Scattered clouds.,11 km/h,58,1017 mbar,8,10:00
2021-09-21,27,Overcast.,19 km/h,65,1014 mbar,8,13:00
2021-09-21,21,Overcast.,9 km/h,96,1016 mbar,5,19:00
2021-09-21,21,Overcast.,No wind,94,1017 mbar,4,22:00
2021-09-22,20,Overcast.,No wind,94,1015 mbar,5,04:00
2021-09-22,21,Partly sunny.,7 km/h,97,1016 mbar,5,07:00
2021-09-22,27,Partly sunny.,22 km/h,56,1016 mbar,10,10:00
2021-09-22,29,Partly sunny.,17 km/h,48,1014 mbar,7,13:00
2021-09-22,27,Partly sunny.,17 km/h,68,1013 mbar,7,16:00
2021-09-22,22,Passing clouds.,7 km/h,91,1017 mbar,8,22:00
2021-09-23,21,Scattered clouds.,No wind,91,1016 mbar,5,07:00
2021-09-23,28,Partly sunny.,17 km/h,58,1016 mbar,7,10:00
2021-09-23,26,Overcast.,9 km/h,87,1014 mbar,5,13:00
2021-09-23,28,Partly sunny.,15 km/h,59,1014 mbar,7,16:00
2021-09-23,24,Passing clouds.,6 km/h,65,1016 mbar,10,19:00
2021-09-23,23,Passing clouds.,No wind,73,1018 mbar,10,22:00
2021-09-24,22,Passing clouds.,No wind,78,1017 mbar,7,01:00
2021-09-24,22,Overcast.,7 km/h,86,1016 mbar,6,07:00
2021-09-24,29,Partly sunny.,9 km/h,64,1014 mbar,10,13:00
2021-09-24,25,Overcast.,9 km/h,73,1012 mbar,10,16:00
2021-09-24,23,Passing clouds.,No wind,87,1014 mbar,8,19:00
2021-09-24,22,Passing clouds.,7 km/h,95,1016 mbar,7,22:00
2021-09-25,21,Passing clouds.,No wind,95,1015 mbar,7,01:00
2021-09-25,20,Overcast.,No wind,93,1014 mbar,5,04:00
2021-09-25,22,Fog.,No wind,95,1015 mbar,3,07:00
2021-09-25,26,Overcast.,7 km/h,71,1015 mbar,6,10:00
2021-09-25,26,Partly sunny.,9 km/h,74,1011 mbar,6,16:00
2021-09-25,22,Thunderstorms. Passing clouds.,11 km/h,92,1013 mbar,6,19:00
2021-09-25,22,Passing clouds.,No wind,100,1015 mbar,6,22:00
2021-09-26,21,Passing clouds.,No wind,98,1014 mbar,6,01:00
2021-09-26,21,Haze.,No wind,96,1015 mbar,5,07:00
2021-09-26,28,Scattered clouds.,9 km/h,62,1014 mbar,7,10:00
2021-09-26,24,Thunderstorms. Overcast.,15 km/h,83,1012 mbar,5,16:00
2021-09-26,21,Overcast.,7 km/h,98,1014 mbar,5,19:00
2021-09-26,21,Overcast.,No wind,98,1016 mbar,4,22:00
2021-09-27,21,Fog.,No wind,98,1015 mbar,4,01:00
2021-09-27,19,Fog.,No wind,98,1014 mbar,4,04:00
2021-09-27,21,Haze.,No wind,96,1015 mbar,5,07:00
2021-09-27,27,Passing clouds.,13 km/h,68,1015 mbar,10,10:00
2021-09-27,27,Partly sunny.,15 km/h,70,1012 mbar,10,13:00
2021-09-27,22,Fog.,7 km/h,95,1014 mbar,3,22:00
2021-09-28,21,Passing clouds.,7 km/h,96,1014 mbar,5,01:00
2021-09-28,20,Passing clouds.,7 km/h,91,1014 mbar,6,04:00
2021-09-28,21,Overcast.,11 km/h,91,1015 mbar,5,07:00
2021-09-28,29,Partly sunny.,20 km/h,60,1012 mbar,5,13:00
2021-09-28,24,Passing clouds.,15 km/h,92,1014 mbar,6,19:00
2021-09-28,22,Passing clouds.,No wind,92,1015 mbar,7,22:00
2021-09-29,20,Passing clouds.,6 km/h,96,1014 mbar,6,04:00
2021-09-29,21,Scattered clouds.,13 km/h,92,1016 mbar,5,07:00
2021-09-29,27,Scattered clouds.,6 km/h,65,1015 mbar,6,10:00
2021-09-29,28,Overcast.,22 km/h,68,1013 mbar,5,13:00
2021-09-29,28,Partly sunny.,13 km/h,64,1012 mbar,6,16:00
2021-09-29,24,Passing clouds.,No wind,89,1014 mbar,5,19:00
2021-09-29,23,Passing clouds.,7 km/h,84,1016 mbar,6,22:00
2021-09-30,22,Haze.,6 km/h,92,1016 mbar,3,07:00
2021-09-30,27,Haze.,No wind,68,1016 mbar,5,10:00
2021-09-30,29,Overcast.,19 km/h,64,1014 mbar,7,13:00
2021-09-30,22,Passing clouds.,7 km/h,97,1015 mbar,5,19:00
2021-10-01,20,Passing clouds.,No wind,94,1015 mbar,4,04:00
2021-10-01,22,Fog.,11 km/h,99,1016 mbar,4,07:00
2021-10-01,28,Partly sunny.,13 km/h,64,1014 mbar,8,13:00
2021-10-01,26,Overcast.,19 km/h,71,1014 mbar,5,16:00
2021-10-01,24,Passing clouds.,6 km/h,92,1016 mbar,6,19:00
2021-10-01,22,Passing clouds.,6 km/h,100,1017 mbar,6,22:00
2021-10-02,22,Passing clouds.,No wind,96,1015 mbar,6,04:00
2021-10-02,21,Partly sunny.,13 km/h,92,1016 mbar,5,07:00
2021-10-02,25,Partly sunny.,7 km/h,71,1017 mbar,5,10:00
2021-10-02,26,Partly sunny.,13 km/h,87,1012 mbar,4,16:00
2021-10-02,22,Fog.,9 km/h,98,1016 mbar,3,22:00
2021-10-03,22,Fog.,No wind,98,1015 mbar,3,01:00
2021-10-03,25,Haze.,9 km/h,72,1016 mbar,7,10:00
2021-10-03,22,Overcast.,11 km/h,93,1016 mbar,5,22:00
2021-10-04,22,Overcast.,No wind,96,1014 mbar,5,01:00
2021-10-04,21,Passing clouds.,No wind,95,1014 mbar,5,04:00
2021-10-04,22,Overcast.,9 km/h,95,1015 mbar,5,07:00
2021-10-04,21,Light rain. Overcast.,11 km/h,100,1013 mbar,3,19:00
2021-10-04,21,Passing clouds.,4 km/h,94,1015 mbar,7,22:00
2021-10-05,19,Passing clouds.,7 km/h,99,1013 mbar,6,04:00
2021-10-05,21,Passing clouds.,No wind,92,1014 mbar,6,07:00
2021-10-05,26,Passing clouds.,7 km/h,61,1014 mbar,6,10:00
2021-10-05,29,Partly sunny.,No wind,71,1011 mbar,5,13:00
2021-10-05,29,Scattered clouds.,30 km/h,47,1010 mbar,6,16:00
2021-10-05,24,Passing clouds.,24 km/h,94,1012 mbar,4,19:00
2021-10-05,23,Passing clouds.,17 km/h,91,1015 mbar,5,22:00
2021-10-06,25,Partly sunny.,9 km/h,67,1015 mbar,8,10:00
2021-10-06,28,Partly sunny.,19 km/h,63,1012 mbar,7,13:00
2021-10-06,27,Scattered clouds.,22 km/h,61,1010 mbar,7,16:00
2021-10-06,24,Passing clouds.,11 km/h,84,1012 mbar,5,19:00
2021-10-06,23,Overcast.,9 km/h,80,1014 mbar,5,22:00
2021-10-07,22,Overcast.,No wind,91,1014 mbar,5,01:00
2021-10-07,20,Passing clouds.,9 km/h,92,1013 mbar,7,04:00
2021-10-07,22,Scattered clouds.,11 km/h,85,1015 mbar,6,07:00
2021-10-07,26,Scattered clouds.,15 km/h,64,1015 mbar,7,10:00
2021-10-07,28,Partly sunny.,20 km/h,53,1011 mbar,7,16:00
2021-10-07,24,Passing clouds.,19 km/h,90,1014 mbar,5,19:00
2021-10-07,23,Passing clouds.,7 km/h,93,1015 mbar,6,22:00
2021-10-08,21,Passing clouds.,4 km/h,94,1015 mbar,6,01:00
2021-10-08,22,Scattered clouds.,15 km/h,89,1016 mbar,7,07:00
2021-10-08,27,Scattered clouds.,7 km/h,62,1016 mbar,7,10:00
2021-10-08,27,Overcast.,13 km/h,64,1014 mbar,5,13:00
2021-10-08,27,Partly sunny.,15 km/h,68,1013 mbar,5,16:00
2021-10-08,23,Light rain. Overcast.,No wind,98,1015 mbar,4,19:00
2021-10-08,22,Passing clouds.,15 km/h,90,1016 mbar,5,22:00
2021-10-09,19,Fog.,No wind,97,1015 mbar,4,04:00
2021-10-09,21,Passing clouds.,6 km/h,91,1016 mbar,8,07:00
2021-10-09,26,Passing clouds.,15 km/h,70,1016 mbar,10,10:00
2021-10-09,28,Partly sunny.,19 km/h,64,1013 mbar,10,13:00
2021-10-09,27,Partly sunny.,7 km/h,69,1012 mbar,10,16:00
2021-10-09,25,Overcast.,7 km/h,91,1013 mbar,5,19:00
2021-10-09,23,Haze.,9 km/h,80,1016 mbar,7,22:00
2021-10-10,21,Haze.,11 km/h,89,1015 mbar,7,01:00
2021-10-10,19,Haze.,6 km/h,94,1015 mbar,7,04:00
2021-10-10,20,Scattered clouds.,6 km/h,93,1015 mbar,4,07:00
2021-10-10,28,Scattered clouds.,19 km/h,53,1015 mbar,8,10:00
2021-10-10,25,Passing clouds.,13 km/h,69,1014 mbar,7,19:00
2021-10-10,22,Passing clouds.,No wind,97,1015 mbar,6,22:00
2021-10-11,21,Passing clouds.,9 km/h,95,1015 mbar,7,07:00
2021-10-11,25,Thunderstorms. Overcast.,22 km/h,77,1013 mbar,7,13:00
2021-10-11,25,Partly sunny.,11 km/h,74,1012 mbar,6,16:00
2021-10-11,23,Passing clouds.,17 km/h,80,1015 mbar,7,22:00
2021-10-12,20,Passing clouds.,9 km/h,93,1013 mbar,6,04:00
2021-10-12,20,Haze.,7 km/h,93,1014 mbar,7,07:00
2021-10-12,N/A,Passing clouds.,19 km/h,N/A,1014 mbar,10,10:00
2021-10-12,30,Passing clouds.,7 km/h,47,1010 mbar,10,13:00
2021-10-12,28,Overcast.,19 km/h,58,1010 mbar,8,16:00
2021-10-12,25,Overcast.,15 km/h,80,1012 mbar,8,19:00
2021-10-12,23,Overcast.,7 km/h,94,1015 mbar,7,22:00
2021-10-13,22,Passing clouds.,9 km/h,72,1013 mbar,7,01:00
2021-10-13,21,Passing clouds.,9 km/h,77,1013 mbar,7,04:00
2021-10-13,22,Scattered clouds.,11 km/h,78,1014 mbar,6,07:00
2021-10-13,26,Partly sunny.,6 km/h,62,1014 mbar,5,10:00
2021-10-13,26,Overcast.,17 km/h,67,1012 mbar,5,13:00
2021-10-13,26,Partly sunny.,13 km/h,61,1011 mbar,7,16:00
2021-10-13,23,Passing clouds.,4 km/h,82,1013 mbar,6,19:00
2021-10-14,22,Passing clouds.,No wind,98,1014 mbar,6,01:00
2021-10-14,20,Passing clouds.,4 km/h,96,1013 mbar,6,04:00
2021-10-14,22,Passing clouds.,9 km/h,92,1015 mbar,6,07:00
2021-10-14,28,Passing clouds.,15 km/h,60,1014 mbar,7,10:00
2021-10-14,25,Overcast.,13 km/h,80,1011 mbar,5,16:00
2021-10-14,23,Passing clouds.,No wind,95,1013 mbar,6,19:00
2021-10-14,22,Passing clouds.,No wind,96,1015 mbar,5,22:00
2021-10-15,21,Passing clouds.,No wind,96,1013 mbar,6,04:00
2021-10-15,23,Haze.,6 km/h,91,1014 mbar,5,07:00
2021-10-15,27,Scattered clouds.,9 km/h,68,1014 mbar,8,10:00
2021-10-15,28,Overcast.,15 km/h,72,1012 mbar,5,13:00
2021-10-15,22,Thundershowers. Overcast.,19 km/h,96,1010 mbar,5,16:00
2021-10-15,22,Passing clouds.,No wind,96,1013 mbar,5,19:00
2021-10-15,22,Passing clouds.,No wind,98,1014 mbar,5,22:00
2021-10-16,22,Passing clouds.,No wind,96,1014 mbar,3,01:00
2021-10-16,20,Passing clouds.,No wind,94,1013 mbar,3,04:00
2021-10-16,22,Fog.,9 km/h,100,1015 mbar,3,07:00
2021-10-16,27,Partly sunny.,9 km/h,68,1015 mbar,7,10:00
2021-10-16,25,Passing clouds.,6 km/h,71,1012 mbar,5,19:00
2021-10-16,22,Thundershowers. Passing clouds.,4 km/h,100,1016 mbar,2,22:00
2021-10-17,21,Fog.,No wind,100,1014 mbar,4,01:00
2021-10-17,20,Passing clouds.,4 km/h,98,1014 mbar,6,04:00
2021-10-17,21,Fog.,No wind,98,1016 mbar,3,07:00
2021-10-17,25,Partly sunny.,6 km/h,87,1016 mbar,5,10:00
2021-10-17,28,Overcast.,13 km/h,70,1012 mbar,6,13:00
2021-10-17,23,Passing clouds.,No wind,96,1014 mbar,5,19:00
2021-10-17,22,Thunderstorms. Passing clouds.,No wind,98,1017 mbar,5,22:00
2021-10-18,20,Fog.,No wind,96,1016 mbar,4,04:00
2021-10-18,22,Fog.,No wind,98,1016 mbar,4,07:00
2021-10-18,24,Overcast.,No wind,91,1018 mbar,3,10:00
2021-10-18,21,Light rain. Overcast.,9 km/h,96,1016 mbar,4,13:00
2021-10-18,22,Overcast.,13 km/h,97,1016 mbar,5,16:00
2021-10-18,21,Overcast.,9 km/h,96,1017 mbar,5,19:00
2021-10-18,21,Passing clouds.,No wind,95,1020 mbar,3,22:00
2021-10-19,20,Passing clouds.,7 km/h,95,1018 mbar,4,01:00
2021-10-19,19,Passing clouds.,No wind,96,1017 mbar,5,04:00
2021-10-19,20,Fog.,9 km/h,98,1019 mbar,2,07:00
2021-10-19,26,Partly sunny.,7 km/h,75,1020 mbar,5,10:00
2021-10-19,21,Thundershowers. Passing clouds.,No wind,100,1018 mbar,3,16:00
2021-10-19,21,Passing clouds.,6 km/h,96,1018 mbar,6,19:00
2021-10-19,20,Passing clouds.,No wind,98,1020 mbar,4,22:00
2021-10-20,19,Fog.,4 km/h,99,1018 mbar,3,04:00
2021-10-20,21,Scattered clouds.,7 km/h,98,1019 mbar,6,07:00
2021-10-20,27,Partly sunny.,11 km/h,70,1019 mbar,8,10:00
2021-10-20,28,Partly sunny.,11 km/h,62,1016 mbar,10,13:00
2021-10-20,26,Partly sunny.,15 km/h,71,1014 mbar,10,16:00
2021-10-20,24,Thunderstorms. Passing clouds.,13 km/h,95,1016 mbar,5,19:00
2021-10-20,23,Passing clouds.,7 km/h,98,1019 mbar,6,22:00
2021-10-21,20,Passing clouds.,No wind,98,1014 mbar,4,04:00
2021-10-21,28,Scattered clouds.,7 km/h,66,1018 mbar,8,10:00
2021-10-21,28,Partly sunny.,19 km/h,70,1015 mbar,8,13:00
2021-10-21,29,Partly sunny.,22 km/h,77,1014 mbar,6,16:00
2021-10-21,20,Thundershowers. Overcast.,13 km/h,97,1017 mbar,7,19:00
2021-10-21,20,Passing clouds.,No wind,93,1018 mbar,5,22:00
2021-10-22,20,Passing clouds.,No wind,96,1017 mbar,3,01:00
2021-10-22,19,Fog.,No wind,96,1016 mbar,2,04:00
2021-10-22,20,Fog.,7 km/h,97,1018 mbar,3,07:00
2021-10-22,27,Partly sunny.,11 km/h,68,1018 mbar,7,10:00
2021-10-22,28,Overcast.,15 km/h,69,1016 mbar,8,13:00
2021-10-22,23,Thundershowers. Overcast.,20 km/h,98,1015 mbar,6,16:00
2021-10-22,22,Passing clouds.,6 km/h,100,1019 mbar,7,22:00
2021-10-23,20,Fog.,4 km/h,97,1017 mbar,4,04:00
2021-10-23,21,Fog.,6 km/h,98,1018 mbar,3,07:00
2021-10-23,29,Partly sunny.,11 km/h,53,1015 mbar,8,13:00
2021-10-23,24,Thunderstorms. Partly sunny.,15 km/h,76,1014 mbar,7,16:00
2021-10-23,22,Passing clouds.,7 km/h,93,1017 mbar,7,19:00
2021-10-23,22,Fog.,9 km/h,98,1018 mbar,4,22:00
2021-10-24,21,Fog.,No wind,98,1017 mbar,4,01:00
2021-10-24,20,Fog.,No wind,98,1016 mbar,4,04:00
2021-10-24,22,Fog.,9 km/h,98,1018 mbar,3,07:00
2021-10-24,28,Scattered clouds.,11 km/h,58,1017 mbar,8,10:00
2021-10-24,29,Partly sunny.,11 km/h,63,1014 mbar,8,13:00
2021-10-24,26,Partly sunny.,19 km/h,88,1013 mbar,6,16:00
